,problem,correct_solution,intermediate_1,intermediate_2
930,"[8, 5, 9, 6, 6] ⋅ [2, 9, 5, 6, 6]",178,16,36
931,"[8, 4, 6, 9, 3] ⋅ [6, 9, 2, 7, 5]",174,48,15
932,"[5, 7, 5, 9, 6] ⋅ [3, 4, 5, 9, 6]",185,15,36
933,"[7, 2, 5, 3, 2] ⋅ [9, 6, 9, 9, 7]",161,63,14
934,"[9, 4, 8, 8, 9] ⋅ [4, 5, 8, 3, 4]",180,36,36
935,"[4, 8, 6, 2, 5] ⋅ [6, 6, 2, 6, 8]",136,24,40
936,"[9, 5, 4, 6, 7] ⋅ [9, 8, 9, 6, 9]",256,81,63
937,"[9, 4, 9, 5, 5] ⋅ [4, 3, 8, 2, 3]",145,36,15
938,"[6, 9, 8, 2, 6] ⋅ [7, 9, 6, 6, 8]",231,42,48
939,"[8, 9, 5, 9, 4] ⋅ [8, 3, 7, 2, 6]",168,64,24
940,"[3, 7, 2, 6, 8] ⋅ [9, 3, 2, 4, 2]",92,27,16
941,"[6, 7, 9, 3, 5] ⋅ [5, 5, 2, 3, 8]",132,30,40
942,"[6, 2, 9, 6, 6] ⋅ [7, 5, 7, 2, 5]",157,42,30
943,"[9, 5, 4, 8, 6] ⋅ [5, 8, 8, 5, 9]",211,45,54
944,"[8, 6, 9, 7, 8] ⋅ [3, 4, 2, 8, 7]",178,24,56
945,"[5, 9, 7, 3, 6] ⋅ [8, 3, 2, 2, 4]",111,40,24
946,"[5, 8, 3, 3, 8] ⋅ [4, 8, 9, 2, 6]",165,20,48
947,"[2, 5, 6, 3, 6] ⋅ [7, 7, 7, 5, 2]",118,14,12
948,"[2, 6, 6, 9, 4] ⋅ [6, 8, 9, 9, 7]",223,12,28
949,"[3, 8, 4, 6, 6] ⋅ [5, 7, 5, 8, 4]",163,15,24
950,"[5, 9, 8, 5, 3] ⋅ [5, 7, 7, 3, 7]",180,25,21
951,"[4, 3, 7, 7, 7] ⋅ [3, 6, 3, 5, 4]",114,12,28
952,"[4, 6, 5, 3, 2] ⋅ [6, 6, 8, 9, 9]",145,24,18
953,"[6, 5, 8, 4, 8] ⋅ [3, 7, 8, 8, 4]",181,18,32
954,"[9, 9, 9, 4, 6] ⋅ [9, 6, 6, 8, 7]",263,81,42
955,"[9, 2, 7, 2, 4] ⋅ [8, 2, 7, 5, 4]",151,72,16
956,"[9, 5, 7, 2, 4] ⋅ [7, 7, 7, 8, 6]",187,63,24
957,"[5, 7, 2, 9, 4] ⋅ [5, 2, 5, 3, 3]",88,25,12
958,"[4, 8, 3, 3, 8] ⋅ [9, 7, 6, 9, 4]",169,36,32
959,"[8, 2, 4, 9, 5] ⋅ [3, 2, 2, 8, 7]",143,24,35
960,"[3, 7, 7, 6, 6] ⋅ [5, 5, 5, 5, 6]",151,15,36
961,"[8, 5, 4, 6, 7] ⋅ [5, 4, 5, 5, 5]",145,40,35
962,"[5, 5, 6, 8, 3] ⋅ [2, 6, 6, 7, 6]",150,10,18
963,"[4, 7, 9, 3, 6] ⋅ [9, 6, 3, 7, 6]",162,36,36
964,"[9, 2, 9, 2, 8] ⋅ [6, 4, 9, 9, 6]",209,54,48
965,"[7, 8, 5, 8, 2] ⋅ [4, 3, 9, 5, 8]",153,28,16
966,"[3, 3, 9, 2, 3] ⋅ [4, 9, 4, 7, 7]",110,12,21
967,"[3, 3, 8, 4, 2] ⋅ [2, 7, 7, 5, 9]",121,6,18
968,"[7, 8, 4, 5, 7] ⋅ [2, 2, 7, 9, 3]",124,14,21
969,"[6, 3, 4, 6, 2] ⋅ [6, 2, 9, 5, 6]",120,36,12
970,"[6, 9, 4, 7, 4] ⋅ [8, 3, 3, 8, 5]",163,48,20
971,"[4, 2, 2, 2, 3] ⋅ [7, 2, 3, 8, 4]",66,28,12
972,"[5, 9, 3, 3, 9] ⋅ [7, 5, 5, 2, 8]",173,35,72
973,"[4, 3, 7, 8, 7] ⋅ [4, 3, 2, 4, 4]",99,16,28
974,"[2, 6, 3, 4, 3] ⋅ [6, 8, 4, 6, 9]",123,12,27
975,"[9, 6, 2, 7, 5] ⋅ [4, 5, 2, 8, 7]",161,36,35
976,"[6, 4, 2, 4, 2] ⋅ [5, 6, 6, 7, 9]",112,30,18
977,"[2, 2, 7, 9, 9] ⋅ [2, 9, 3, 9, 2]",142,4,18
978,"[5, 5, 4, 7, 8] ⋅ [9, 2, 2, 2, 5]",117,45,40
979,"[6, 8, 4, 5, 9] ⋅ [6, 9, 6, 9, 3]",204,36,27
980,"[9, 9, 8, 4, 5] ⋅ [3, 2, 8, 8, 8]",181,27,40
981,"[5, 8, 5, 4, 9] ⋅ [2, 4, 7, 3, 4]",125,10,36
982,"[2, 7, 7, 8, 6] ⋅ [8, 8, 2, 2, 6]",138,16,36
983,"[8, 5, 9, 8, 8] ⋅ [4, 9, 3, 8, 8]",232,32,64
984,"[5, 7, 2, 3, 3] ⋅ [3, 3, 4, 5, 4]",71,15,12
985,"[2, 3, 8, 3, 9] ⋅ [8, 7, 5, 8, 4]",137,16,36
986,"[6, 9, 4, 2, 9] ⋅ [8, 4, 6, 8, 7]",187,48,63
987,"[6, 8, 9, 5, 9] ⋅ [4, 6, 9, 6, 9]",264,24,81
988,"[9, 6, 6, 9, 8] ⋅ [3, 2, 4, 6, 9]",189,27,72
989,"[5, 2, 5, 4, 2] ⋅ [5, 5, 9, 8, 3]",118,25,6
990,"[7, 2, 3, 3, 7] ⋅ [5, 3, 2, 4, 6]",101,35,42
991,"[8, 7, 8, 5, 9] ⋅ [6, 7, 9, 2, 7]",242,48,63
992,"[7, 3, 7, 6, 4] ⋅ [4, 8, 4, 6, 7]",144,28,28
993,"[2, 4, 9, 6, 8] ⋅ [5, 4, 4, 8, 9]",182,10,72
994,"[7, 2, 3, 5, 2] ⋅ [3, 5, 8, 7, 6]",102,21,12
995,"[8, 5, 2, 2, 7] ⋅ [9, 4, 8, 4, 4]",144,72,28
996,"[2, 5, 5, 7, 3] ⋅ [7, 5, 7, 4, 5]",117,14,15
997,"[7, 6, 3, 4, 5] ⋅ [7, 9, 5, 5, 5]",163,49,25
998,"[8, 5, 2, 3, 6] ⋅ [7, 2, 8, 4, 2]",106,56,12
999,"[7, 7, 7, 8, 7] ⋅ [2, 3, 3, 7, 8]",168,14,56
